KEY_benef_mun,best_match,match_score,CVE_ENT,Entidad_inegi,CVE_MUN,Municipio_inegi,KEY_inegi_municipio
oaxaca-el barrio de la soledad,oaxaca-el barrio de la soledad,100,20,Oaxaca,10,El Barrio de la Soledad,oaxaca-el barrio de la soledad
chiapas-las margaritas,chiapas-las margaritas,100,7,Chiapas,52,Las Margaritas,chiapas-las margaritas
chiapas-ocozocoautla de espinosa,chiapas-ocozocoautla de espinosa,100,7,Chiapas,61,Ocozocoautla de Espinosa,chiapas-ocozocoautla de espinosa
chiapas-comitan de dominguez,chiapas-comitan de dominguez,100,7,Chiapas,19,Comitán de Domínguez,chiapas-comitan de dominguez
chiapas-tzimol,chiapas-tzimol,100,7,Chiapas,104,Tzimol,chiapas-tzimol
chiapas-la trinitaria,chiapas-la trinitaria,100,7,Chiapas,99,La Trinitaria,chiapas-la trinitaria
chiapas-villaflores,chiapas-villaflores,100,7,Chiapas,108,Villaflores,chiapas-villaflores
chiapas-acala,chiapas-acala,100,7,Chiapas,2,Acala,chiapas-acala
chiapas-venustiano carranza,chiapas-venustiano carranza,100,7,Chiapas,106,Venustiano Carranza,chiapas-venustiano carranza
chiapas-chicomuselo,chiapas-chicomuselo,100,7,Chiapas,30,Chicomuselo,chiapas-chicomuselo
chiapas-socoltenango,chiapas-socoltenango,100,7,Chiapas,83,Socoltenango,chiapas-socoltenango
chiapas-salto de agua,chiapas-salto de agua,100,7,Chiapas,77,Salto de Agua,chiapas-salto de agua
chiapas-cintalapa,chiapas-cintalapa de figueroa,90,7,Chiapas,17,Cintalapa de Figueroa,chiapas-cintalapa de figueroa
chiapas-la concordia,chiapas-la concordia,100,7,Chiapas,20,La Concordia,chiapas-la concordia
guerrero-tlapehuala,guerrero-tlapehuala,100,12,Guerrero,67,Tlapehuala,guerrero-tlapehuala
chiapas-acacoyagua,chiapas-acacoyagua,100,7,Chiapas,1,Acacoyagua,chiapas-acacoyagua
durango-santa clara,durango-santa clara,100,10,Durango,31,Santa Clara,durango-santa clara
puebla-soltepec,puebla-soltepec,100,21,Puebla,152,Soltepec,puebla-soltepec
oaxaca-santa maria huazolotitlan,oaxaca-santa maria huazolotitlan,100,20,Oaxaca,414,Santa María Huazolotitlán,oaxaca-santa maria huazolotitlan
guerrero-ayutla de los libres,guerrero-ayutla de los libres,100,12,Guerrero,12,Ayutla de los Libres,guerrero-ayutla de los libres
guerrero-tecpan de galeana,guerrero-tecpan de galeana,100,12,Guerrero,57,Técpan de Galeana,guerrero-tecpan de galeana
guerrero-chilapa de alvarez,guerrero-chilapa de alvarez,100,12,Guerrero,28,Chilapa de Álvarez,guerrero-chilapa de alvarez
chiapas-suchiapa,chiapas-suchiapa,100,7,Chiapas,86,Suchiapa,chiapas-suchiapa
guerrero-zitlala,guerrero-zitlala,100,12,Guerrero,74,Zitlala,guerrero-zitlala
guerrero-teloloapan,guerrero-teloloapan,100,12,Guerrero,58,Teloloapan,guerrero-teloloapan
guerrero-pedro ascencio alquisiras,guerrero-pedro ascencio alquisiras,100,12,Guerrero,47,Pedro Ascencio Alquisiras,guerrero-pedro ascencio alquisiras
guerrero-san luis acatlan,guerrero-san luis acatlan,100,12,Guerrero,52,San Luis Acatlán,guerrero-san luis acatlan
guerrero-general heliodoro castillo,guerrero-general heliodoro castillo,100,12,Guerrero,32,General Heliodoro Castillo,guerrero-general heliodoro castillo
guerrero-atenango del rio,guerrero-atenango del rio,100,12,Guerrero,8,Atenango del Río,guerrero-atenango del rio
guerrero-chilpancingo de los bravo,guerrero-chilpancingo de los bravo,100,12,Guerrero,29,Chilpancingo de los Bravo,guerrero-chilpancingo de los bravo
chiapas-la independencia,chiapas-la independencia,100,7,Chiapas,41,La Independencia,chiapas-la independencia
guerrero-cuautepec,guerrero-cuautepec,100,12,Guerrero,25,Cuautepec,guerrero-cuautepec
guerrero-olinala,guerrero-olinala,100,12,Guerrero,45,Olinalá,guerrero-olinala
guerrero-cocula,guerrero-cocula,100,12,Guerrero,17,Cocula,guerrero-cocula
chiapas-las rosas,chiapas-las rosas,100,7,Chiapas,75,Las Rosas,chiapas-las rosas
morelos-tlaquiltenango,morelos-tlaquiltenango,100,17,Morelos,25,Tlaquiltenango,morelos-tlaquiltenango
guerrero-quechultenango,guerrero-quechultenango,100,12,Guerrero,51,Quechultenango,guerrero-quechultenango
guerrero-petatlan,guerrero-petatlan,100,12,Guerrero,48,Petatlán,guerrero-petatlan
guerrero-apaxtla,guerrero-apaxtla,100,12,Guerrero,6,Apaxtla,guerrero-apaxtla
guerrero-san miguel totolapan,guerrero-san miguel totolapan,100,12,Guerrero,54,San Miguel Totolapan,guerrero-san miguel totolapan
guerrero-leonardo bravo,guerrero-leonardo bravo,100,12,Guerrero,40,Leonardo Bravo,guerrero-leonardo bravo
guerrero-zihuatanejo de azueta,guerrero-zihuatanejo de azueta,100,12,Guerrero,38,Zihuatanejo de Azueta,guerrero-zihuatanejo de azueta
guerrero-marquelia,guerrero-marquelia,100,12,Guerrero,77,Marquelia,guerrero-marquelia
guerrero-coahuayutla de jose maria izazaga,guerrero-coahuayutla de jose maria izazaga,100,12,Guerrero,16,Coahuayutla de José María Izazaga,guerrero-coahuayutla de jose maria izazaga
guerrero-juan r. escudero,guerrero-juan r. escudero,100,12,Guerrero,39,Juan R. Escudero,guerrero-juan r. escudero
guerrero-florencio villarreal,guerrero-florencio villarreal,100,12,Guerrero,30,Florencio Villarreal,guerrero-florencio villarreal
guerrero-acapulco de juarez,guerrero-acapulco de juarez,100,12,Guerrero,1,Acapulco de Juárez,guerrero-acapulco de juarez
guerrero-mochitlan,guerrero-mochitlan,100,12,Guerrero,44,Mochitlán,guerrero-mochitlan
chiapas-chiapa de corzo,chiapas-chiapa de corzo,100,7,Chiapas,27,Chiapa de Corzo,chiapas-chiapa de corzo
guerrero-benito juarez,guerrero-benito juarez,100,12,Guerrero,14,Benito Juárez,guerrero-benito juarez
guerrero-huitzuco de los figueroa,guerrero-huitzuco de los figueroa,100,12,Guerrero,34,Huitzuco de los Figueroa,guerrero-huitzuco de los figueroa
morelos-puente de ixtla,morelos-puente de ixtla,100,17,Morelos,17,Puente de Ixtla,morelos-puente de ixtla
guerrero-atoyac de alvarez,guerrero-atoyac de alvarez,100,12,Guerrero,11,Atoyac de Álvarez,guerrero-atoyac de alvarez
guerrero-tixtla de guerrero,guerrero-tixtla de guerrero,100,12,Guerrero,61,Tixtla de Guerrero,guerrero-tixtla de guerrero
guerrero-cuajinicuilapa,guerrero-cuajinicuilapa,100,12,Guerrero,23,Cuajinicuilapa,guerrero-cuajinicuilapa
guerrero-tlacoapa,guerrero-tlacoapa,100,12,Guerrero,63,Tlacoapa,guerrero-tlacoapa
guerrero-huamuxtitlan,guerrero-huamuxtitlan,100,12,Guerrero,33,Huamuxtitlán,guerrero-huamuxtitlan
chiapas-yajalon,chiapas-yajalon,100,7,Chiapas,109,Yajalón,chiapas-yajalon
chiapas-altamirano,chiapas-altamirano,100,7,Chiapas,4,Altamirano,chiapas-altamirano
guerrero-jose joaquin de herrera,guerrero-jose joaquin de herrera,100,12,Guerrero,79,José Joaquín de Herrera,guerrero-jose joaquin de herrera
guerrero-tepecoacuilco de trujano,guerrero-tepecoacuilco de trujano,100,12,Guerrero,59,Tepecoacuilco de Trujano,guerrero-tepecoacuilco de trujano
chiapas-rincon chamula san pedro,chiapas-rincon chamula san pedro,100,7,Chiapas,121,Rincón Chamula San Pedro,chiapas-rincon chamula san pedro
guerrero-eduardo neri,guerrero-eduardo neri,100,12,Guerrero,75,Eduardo Neri,guerrero-eduardo neri
chiapas-chenalho,chiapas-chenalho,100,7,Chiapas,26,Chenalhó,chiapas-chenalho
chiapas-angel albino corzo,chiapas-angel albino corzo,100,7,Chiapas,8,Ángel Albino Corzo,chiapas-angel albino corzo
guerrero-iguala de la independencia,guerrero-iguala de la independencia,100,12,Guerrero,35,Iguala de la Independencia,guerrero-iguala de la independencia
guerrero-taxco de alarcon,guerrero-taxco de alarcon,100,12,Guerrero,55,Taxco de Alarcón,guerrero-taxco de alarcon
chiapas-el parral,chiapas-el parral,100,7,Chiapas,122,El Parral,chiapas-el parral
chiapas-pantelho,chiapas-pantelho,100,7,Chiapas,66,Pantelhó,chiapas-pantelho
guerrero-martir de cuilapan,guerrero-martir de cuilapan,100,12,Guerrero,42,Mártir de Cuilapan,guerrero-martir de cuilapan
guerrero-juchitan,guerrero-juchitan,100,12,Guerrero,80,Juchitán,guerrero-juchitan
chiapas-tapilula,chiapas-tapilula,100,7,Chiapas,91,Tapilula,chiapas-tapilula
chiapas-ocosingo,chiapas-ocosingo,100,7,Chiapas,59,Ocosingo,chiapas-ocosingo
guerrero-ixcateopan de cuauhtemoc,guerrero-ixcateopan de cuauhtemoc,100,12,Guerrero,37,Ixcateopan de Cuauhtémoc,guerrero-ixcateopan de cuauhtemoc
tlaxcala-atlangatepec,tlaxcala-atlangatepec,100,29,Tlaxcala,3,Atlangatepec,tlaxcala-atlangatepec
tlaxcala-munoz de domingo arenas,tlaxcala-munoz de domingo arenas,100,29,Tlaxcala,11,Muñoz de Domingo Arenas,tlaxcala-munoz de domingo arenas
puebla-santiago miahuatlan,puebla-santiago miahuatlan,100,21,Puebla,149,Santiago Miahuatlán,puebla-santiago miahuatlan
oaxaca-santiago cacaloxtepec,oaxaca-santiago cacaloxtepec,100,20,Oaxaca,456,Santiago Cacaloxtepec,oaxaca-santiago cacaloxtepec
guerrero-la union de isidoro montes de oca,guerrero-la union de isidoro montes de oca,100,12,Guerrero,68,La Unión de Isidoro Montes de Oca,guerrero-la union de isidoro montes de oca
morelos-hueyapan,morelos-hueyapan,100,17,Morelos,36,Hueyapan,morelos-hueyapan
guerrero-coyuca de catalan,guerrero-coyuca de catalan,100,12,Guerrero,22,Coyuca de Catalán,guerrero-coyuca de catalan
oaxaca-san juan bautista tlachichilco,oaxaca-san juan bautista tlachichilco,100,20,Oaxaca,183,San Juan Bautista Tlachichilco,oaxaca-san juan bautista tlachichilco
guerrero-zirandaro,guerrero-zirandaro,100,12,Guerrero,73,Zirándaro,guerrero-zirandaro
guerrero-alcozauca de guerrero,guerrero-alcozauca de guerrero,100,12,Guerrero,4,Alcozauca de Guerrero,guerrero-alcozauca de guerrero
oaxaca-santa maria jacatepec,oaxaca-santa maria jacatepec,100,20,Oaxaca,417,Santa María Jacatepec,oaxaca-santa maria jacatepec
guerrero-azoyu,guerrero-azoyu,100,12,Guerrero,13,Azoyú,guerrero-azoyu
guerrero-igualapa,guerrero-igualapa,100,12,Guerrero,36,Igualapa,guerrero-igualapa
guerrero-copala,guerrero-copala,100,12,Guerrero,18,Copala,guerrero-copala
guerrero-malinaltepec,guerrero-malinaltepec,100,12,Guerrero,41,Malinaltepec,guerrero-malinaltepec
chiapas-benemerito de las americas,chiapas-benemerito de las americas,100,7,Chiapas,114,Benemérito de las Américas,chiapas-benemerito de las americas
guerrero-zapotitlan tablas,guerrero-zapotitlan tablas,100,12,Guerrero,72,Zapotitlán Tablas,guerrero-zapotitlan tablas
tlaxcala-huamantla,tlaxcala-huamantla,100,29,Tlaxcala,13,Huamantla,tlaxcala-huamantla
guerrero-ajuchitlan del progreso,guerrero-ajuchitlan del progreso,100,12,Guerrero,3,Ajuchitlán del Progreso,guerrero-ajuchitlan del progreso
chiapas-mapastepec,chiapas-mapastepec,100,7,Chiapas,51,Mapastepec,chiapas-mapastepec
oaxaca-heroica ciudad de ejutla de crespo,oaxaca-heroica ciudad de ejutla de crespo,100,20,Oaxaca,28,Heroica Ciudad de Ejutla de Crespo,oaxaca-heroica ciudad de ejutla de crespo
oaxaca-san felipe jalapa de diaz,oaxaca-san felipe jalapa de diaz,100,20,Oaxaca,134,San Felipe Jalapa de Díaz,oaxaca-san felipe jalapa de diaz
oaxaca-san jeronimo tecoatl,oaxaca-san jeronimo tecoatl,100,20,Oaxaca,163,San Jerónimo Tecóatl,oaxaca-san jeronimo tecoatl
oaxaca-taniche,oaxaca-taniche,100,20,Oaxaca,542,Taniche,oaxaca-taniche
durango-nuevo ideal,durango-nuevo ideal,100,10,Durango,39,Nuevo Ideal,durango-nuevo ideal
oaxaca-silacayoapam,oaxaca-silacayoapam,100,20,Oaxaca,537,Silacayoápam,oaxaca-silacayoapam
nayarit-acaponeta,nayarit-acaponeta,100,18,Nayarit,1,Acaponeta,nayarit-acaponeta
guerrero-cuetzala del progreso,guerrero-cuetzala del progreso,100,12,Guerrero,26,Cuetzala del Progreso,guerrero-cuetzala del progreso
oaxaca-santo domingo tonala,oaxaca-santo domingo tonala,100,20,Oaxaca,520,Santo Domingo Tonalá,oaxaca-santo domingo tonala
tlaxcala-ixtacuixtla de mariano matamoros,tlaxcala-ixtacuixtla de mariano matamoros,100,29,Tlaxcala,15,Ixtacuixtla de Mariano Matamoros,tlaxcala-ixtacuixtla de mariano matamoros
puebla-coxcatlan,puebla-coxcatlan,100,21,Puebla,35,Coxcatlán,puebla-coxcatlan
guerrero-tlacoachistlahuaca,guerrero-tlacoachistlahuaca,100,12,Guerrero,62,Tlacoachistlahuaca,guerrero-tlacoachistlahuaca
zacatecas-miguel auza,zacatecas-miguel auza,100,32,Zacatecas,29,Miguel Auza,zacatecas-miguel auza
oaxaca-san pedro ixcatlan,oaxaca-san pedro ixcatlan,100,20,Oaxaca,309,San Pedro Ixcatlán,oaxaca-san pedro ixcatlan
guerrero-ometepec,guerrero-ometepec,100,12,Guerrero,46,Ometepec,guerrero-ometepec
morelos-jantetelco,morelos-jantetelco,100,17,Morelos,10,Jantetelco,morelos-jantetelco
morelos-temoac,morelos-temoac,100,17,Morelos,33,Temoac,morelos-temoac
oaxaca-san juan mazatlan,oaxaca-san juan mazatlan,100,20,Oaxaca,207,San Juan Mazatlán,oaxaca-san juan mazatlan
puebla-puebla,puebla-puebla,100,21,Puebla,114,Puebla,puebla-puebla
oaxaca-santiago jamiltepec,oaxaca-santiago jamiltepec,100,20,Oaxaca,467,Santiago Jamiltepec,oaxaca-santiago jamiltepec
puebla-nopalucan,puebla-nopalucan,100,21,Puebla,104,Nopalucan,puebla-nopalucan
nayarit-la yesca,nayarit-la yesca,100,18,Nayarit,19,La Yesca,nayarit-la yesca
oaxaca-villa de tututepec de melchor ocampo,oaxaca-villa de tututepec,90,20,Oaxaca,334,Villa de Tututepec,oaxaca-villa de tututepec
nayarit-del nayar,nayarit-del nayar,100,18,Nayarit,9,Del Nayar,nayarit-del nayar
oaxaca-san pedro y san pablo teposcolula,oaxaca-san pedro y san pablo teposcolula,100,20,Oaxaca,339,San Pedro y San Pablo Teposcolula,oaxaca-san pedro y san pablo teposcolula
durango-poanas,durango-poanas,100,10,Durango,22,Poanas,durango-poanas
nayarit-ruiz,nayarit-ruiz,100,18,Nayarit,11,Ruíz,nayarit-ruiz
puebla-san salvador el seco,puebla-san salvador el seco,100,21,Puebla,142,San Salvador el Seco,puebla-san salvador el seco
oaxaca-san agustin chayuco,oaxaca-san agustin chayuco,100,20,Oaxaca,82,San Agustín Chayuco,oaxaca-san agustin chayuco
chiapas-san cristobal de las casas,chiapas-san cristobal de las casas,100,7,Chiapas,78,San Cristóbal de las Casas,chiapas-san cristobal de las casas
puebla-zinacatepec,puebla-zinacatepec,100,21,Puebla,214,Zinacatepec,puebla-zinacatepec
puebla-ajalpan,puebla-ajalpan,100,21,Puebla,10,Ajalpan,puebla-ajalpan
tlaxcala-nativitas,tlaxcala-nativitas,100,29,Tlaxcala,23,Natívitas,tlaxcala-nativitas
guerrero-copalillo,guerrero-copalillo,100,12,Guerrero,19,Copalillo,guerrero-copalillo
morelos-ayala,morelos-ayala,100,17,Morelos,4,Ayala,morelos-ayala
oaxaca-santos reyes nopala,oaxaca-santos reyes nopala,100,20,Oaxaca,526,Santos Reyes Nopala,oaxaca-santos reyes nopala
guerrero-acatepec,guerrero-acatepec,100,12,Guerrero,76,Acatepec,guerrero-acatepec
oaxaca-san pedro y san pablo ayutla,oaxaca-san pedro y san pablo ayutla,100,20,Oaxaca,337,San Pedro y San Pablo Ayutla,oaxaca-san pedro y san pablo ayutla
puebla-quecholac,puebla-quecholac,100,21,Puebla,115,Quecholac,puebla-quecholac
guerrero-cualac,guerrero-cualac,100,12,Guerrero,24,Cualác,guerrero-cualac
guerrero-xalpatlahuac,guerrero-xalpatlahuac,100,12,Guerrero,69,Xalpatláhuac,guerrero-xalpatlahuac
puebla-tlachichuca,puebla-tlachichuca,100,21,Puebla,179,Tlachichuca,puebla-tlachichuca
guerrero-pungarabato,guerrero-pungarabato,100,12,Guerrero,50,Pungarabato,guerrero-pungarabato
tlaxcala-el carmen tequexquitla,tlaxcala-el carmen tequexquitla,100,29,Tlaxcala,7,El Carmen Tequexquitla,tlaxcala-el carmen tequexquitla
guerrero-iliatenco,guerrero-iliatenco,100,12,Guerrero,81,Iliatenco,guerrero-iliatenco
puebla-san juan atenco,puebla-san juan atenco,100,21,Puebla,130,San Juan Atenco,puebla-san juan atenco
puebla-tlahuapan,puebla-tlahuapan,100,21,Puebla,180,Tlahuapan,puebla-tlahuapan
guerrero-xochistlahuaca,guerrero-xochistlahuaca,100,12,Guerrero,71,Xochistlahuaca,guerrero-xochistlahuaca
guerrero-buenavista de cuellar,guerrero-buenavista de cuellar,100,12,Guerrero,15,Buenavista de Cuéllar,guerrero-buenavista de cuellar
oaxaca-santa maria temaxcaltepec,oaxaca-santa maria temaxcaltepec,100,20,Oaxaca,433,Santa María Temaxcaltepec,oaxaca-santa maria temaxcaltepec
oaxaca-santa catarina juquila,oaxaca-santa catarina juquila,100,20,Oaxaca,364,Santa Catarina Juquila,oaxaca-santa catarina juquila
puebla-vicente guerrero,puebla-vicente guerrero,100,21,Puebla,195,Vicente Guerrero,puebla-vicente guerrero
puebla-acatzingo,puebla-acatzingo,100,21,Puebla,4,Acatzingo,puebla-acatzingo
morelos-tepalcingo,morelos-tepalcingo,100,17,Morelos,19,Tepalcingo,morelos-tepalcingo
puebla-general felipe angeles,puebla-general felipe angeles,100,21,Puebla,65,General Felipe Ángeles,puebla-general felipe angeles
tlaxcala-mazatecochco de jose maria morelos,tlaxcala-mazatecochco de jose maria morelos,100,29,Tlaxcala,17,Mazatecochco de José María Morelos,tlaxcala-mazatecochco de jose maria morelos
chiapas-escuintla,chiapas-escuintla,100,7,Chiapas,32,Escuintla,chiapas-escuintla
puebla-chalchicomula de sesma,puebla-chalchicomula de sesma,100,21,Puebla,45,Chalchicomula de Sesma,puebla-chalchicomula de sesma
oaxaca-santiago nacaltepec,oaxaca-santiago nacaltepec,100,20,Oaxaca,478,Santiago Nacaltepec,oaxaca-santiago nacaltepec
chiapas-acapetahua,chiapas-acapetahua,100,7,Chiapas,3,Acapetahua,chiapas-acapetahua
oaxaca-san pedro pochutla,oaxaca-san pedro pochutla,100,20,Oaxaca,324,San Pedro Pochutla,oaxaca-san pedro pochutla
oaxaca-santo domingo nuxaa,oaxaca-santo domingo nuxaa,100,20,Oaxaca,511,Santo Domingo Nuxaá,oaxaca-santo domingo nuxaa
oaxaca-coatecas altas,oaxaca-coatecas altas,100,20,Oaxaca,15,Coatecas Altas,oaxaca-coatecas altas
oaxaca-huautla de jimenez,oaxaca-huautla de jimenez,100,20,Oaxaca,41,Huautla de Jiménez,oaxaca-huautla de jimenez
puebla-tehuacan,puebla-tehuacan,100,21,Puebla,156,Tehuacán,puebla-tehuacan
chiapas-amatenango de la frontera,chiapas-amatenango de la frontera,100,7,Chiapas,6,Amatenango de la Frontera,chiapas-amatenango de la frontera
oaxaca-san jose chiltepec,oaxaca-san jose chiltepec,100,20,Oaxaca,166,San José Chiltepec,oaxaca-san jose chiltepec
puebla-oriental,puebla-oriental,100,21,Puebla,108,Oriental,puebla-oriental
puebla-san nicolas buenos aires,puebla-san nicolas buenos aires,100,21,Puebla,137,San Nicolás Buenos Aires,puebla-san nicolas buenos aires
chiapas-emiliano zapata,chiapas-emiliano zapata,100,7,Chiapas,123,Emiliano Zapata,chiapas-emiliano zapata
durango-nombre de dios,durango-nombre de dios,100,10,Durango,16,Nombre de Dios,durango-nombre de dios
oaxaca-san andres nuxino,oaxaca-san andres nuxino,100,20,Oaxaca,94,San Andrés Nuxiño,oaxaca-san andres nuxino
oaxaca-santiago llano grande,oaxaca-santiago llano grande,100,20,Oaxaca,474,Santiago Llano Grande,oaxaca-santiago llano grande
oaxaca-san juan bautista valle nacional,oaxaca-san juan bautista valle nacional,100,20,Oaxaca,559,San Juan Bautista Valle Nacional,oaxaca-san juan bautista valle nacional
puebla-esperanza,puebla-esperanza,100,21,Puebla,63,Esperanza,puebla-esperanza
puebla-canada morelos,puebla-canada morelos,100,21,Puebla,99,Cañada Morelos,puebla-canada morelos
oaxaca-san pedro jicayan,oaxaca-san pedro jicayan,100,20,Oaxaca,312,San Pedro Jicayán,oaxaca-san pedro jicayan
puebla-tepeaca,puebla-tepeaca,100,21,Puebla,164,Tepeaca,puebla-tepeaca
oaxaca-san lorenzo cuaunecuiltitla,oaxaca-san lorenzo cuaunecuiltitla,100,20,Oaxaca,228,San Lorenzo Cuaunecuiltitla,oaxaca-san lorenzo cuaunecuiltitla
oaxaca-san agustin atenango,oaxaca-san agustin atenango,100,20,Oaxaca,81,San Agustín Atenango,oaxaca-san agustin atenango
oaxaca-santa catarina ixtepeji,oaxaca-santa catarina ixtepeji,100,20,Oaxaca,363,Santa Catarina Ixtepeji,oaxaca-santa catarina ixtepeji
oaxaca-santiago pinotepa nacional,oaxaca-santiago pinotepa nacional,100,20,Oaxaca,482,Santiago Pinotepa Nacional,oaxaca-santiago pinotepa nacional
oaxaca-san sebastian ixcapa,oaxaca-san sebastian ixcapa,100,20,Oaxaca,345,San Sebastián Ixcapa,oaxaca-san sebastian ixcapa
oaxaca-san miguel tlacamama,oaxaca-san miguel tlacamama,100,20,Oaxaca,285,San Miguel Tlacamama,oaxaca-san miguel tlacamama
oaxaca-santa maria cortijo,oaxaca-santa maria cortijo,100,20,Oaxaca,402,Santa María Cortijo,oaxaca-santa maria cortijo
oaxaca-nejapa de madero,oaxaca-nejapa de madero,100,20,Oaxaca,64,Nejapa de Madero,oaxaca-nejapa de madero
oaxaca-santa cruz tacache de mina,oaxaca-santa cruz tacache de mina,100,20,Oaxaca,381,Santa Cruz Tacache de Mina,oaxaca-santa cruz tacache de mina
oaxaca-teococuilco de marcos perez,oaxaca-teococuilco de marcos perez,100,20,Oaxaca,544,Teococuilco de Marcos Pérez,oaxaca-teococuilco de marcos perez
puebla-molcaxac,puebla-molcaxac,100,21,Puebla,98,Molcaxac,puebla-molcaxac
oaxaca-santiago jocotepec,oaxaca-santiago jocotepec,100,20,Oaxaca,468,Santiago Jocotepec,oaxaca-santiago jocotepec
oaxaca-zapotitlan palmas,oaxaca-zapotitlan palmas,100,20,Oaxaca,568,Zapotitlán Palmas,oaxaca-zapotitlan palmas
oaxaca-san marcos arteaga,oaxaca-san marcos arteaga,100,20,Oaxaca,237,San Marcos Arteaga,oaxaca-san marcos arteaga
oaxaca-santiago laollaga,oaxaca-santiago laollaga,100,20,Oaxaca,472,Santiago Laollaga,oaxaca-santiago laollaga
oaxaca-san blas atempa,oaxaca-san blas atempa,100,20,Oaxaca,124,San Blas Atempa,oaxaca-san blas atempa
oaxaca-san martin toxpalan,oaxaca-san martin toxpalan,100,20,Oaxaca,244,San Martín Toxpalan,oaxaca-san martin toxpalan
oaxaca-santa maria zacatepec,oaxaca-santa maria zacatepec,100,20,Oaxaca,447,Santa María Zacatepec,oaxaca-santa maria zacatepec
oaxaca-ayotzintepec,oaxaca-ayotzintepec,100,20,Oaxaca,9,Ayotzintepec,oaxaca-ayotzintepec
puebla-cuautinchan,puebla-cuautinchan,100,21,Puebla,40,Cuautinchán,puebla-cuautinchan
oaxaca-santa maria chilchotla,oaxaca-santa maria chilchotla,100,20,Oaxaca,406,Santa María Chilchotla,oaxaca-santa maria chilchotla
zacatecas-sain alto,zacatecas-sain alto,100,32,Zacatecas,40,Sain Alto,zacatecas-sain alto
guerrero-alpoyeca,guerrero-alpoyeca,100,12,Guerrero,5,Alpoyeca,guerrero-alpoyeca
oaxaca-san juan chilateca,oaxaca-san juan chilateca,100,20,Oaxaca,192,San Juan Chilateca,oaxaca-san juan chilateca
oaxaca-san jorge nuchita,oaxaca-san jorge nuchita,100,20,Oaxaca,164,San Jorge Nuchita,oaxaca-san jorge nuchita
oaxaca-ixpantepec nieves,oaxaca-ixpantepec nieves,100,20,Oaxaca,65,Ixpantepec Nieves,oaxaca-ixpantepec nieves
nayarit-rosamorada,nayarit-rosamorada,100,18,Nayarit,10,Rosamorada,nayarit-rosamorada
oaxaca-san miguel amatlan,oaxaca-san miguel amatlan,100,20,Oaxaca,262,San Miguel Amatlán,oaxaca-san miguel amatlan
guerrero-tlalixtaquilla de maldonado,guerrero-tlalixtaquilla de maldonado,100,12,Guerrero,65,Tlalixtaquilla de Maldonado,guerrero-tlalixtaquilla de maldonado
