KEY_benef_mun,best_match,match_score,CVE_ENT,Entidad_inegi,CVE_MUN,Municipio_inegi,KEY_inegi_municipio
guerrero-tecoanapa,guerrero-tecoanapa,100,12,Guerrero,56,Tecoanapa,guerrero-tecoanapa
guerrero-tlalchapa,guerrero-tlalchapa,100,12,Guerrero,64,Tlalchapa,guerrero-tlalchapa
guerrero-pilcaya,guerrero-pilcaya,100,12,Guerrero,49,Pilcaya,guerrero-pilcaya
guerrero-apaxtla,guerrero-apaxtla,100,12,Guerrero,6,Apaxtla,guerrero-apaxtla
guerrero-acapulco de juarez,guerrero-acapulco de juarez,100,12,Guerrero,1,Acapulco de Juárez,guerrero-acapulco de juarez
guerrero-teloloapan,guerrero-teloloapan,100,12,Guerrero,58,Teloloapan,guerrero-teloloapan
guerrero-ahuacuotzingo,guerrero-ahuacuotzingo,100,12,Guerrero,2,Ahuacuotzingo,guerrero-ahuacuotzingo
guerrero-copalillo,guerrero-copalillo,100,12,Guerrero,19,Copalillo,guerrero-copalillo
guerrero-ayutla de los libres,guerrero-ayutla de los libres,100,12,Guerrero,12,Ayutla de los Libres,guerrero-ayutla de los libres
guerrero-atlamajalcingo del monte,guerrero-atlamajalcingo del monte,100,12,Guerrero,9,Atlamajalcingo del Monte,guerrero-atlamajalcingo del monte
guerrero-eduardo neri,guerrero-eduardo neri,100,12,Guerrero,75,Eduardo Neri,guerrero-eduardo neri
guerrero-copala,guerrero-copala,100,12,Guerrero,18,Copala,guerrero-copala
guerrero-xochistlahuaca,guerrero-xochistlahuaca,100,12,Guerrero,71,Xochistlahuaca,guerrero-xochistlahuaca
guerrero-tlacoapa,guerrero-tlacoapa,100,12,Guerrero,63,Tlacoapa,guerrero-tlacoapa
guerrero-leonardo bravo,guerrero-leonardo bravo,100,12,Guerrero,40,Leonardo Bravo,guerrero-leonardo bravo
guerrero-coyuca de benitez,guerrero-coyuca de benitez,100,12,Guerrero,21,Coyuca de Benítez,guerrero-coyuca de benitez
guerrero-cuetzala del progreso,guerrero-cuetzala del progreso,100,12,Guerrero,26,Cuetzala del Progreso,guerrero-cuetzala del progreso
guerrero-general canuto a. neri,guerrero-general canuto a. neri,100,12,Guerrero,31,General Canuto A. Neri,guerrero-general canuto a. neri
guerrero-zapotitlan tablas,guerrero-zapotitlan tablas,100,12,Guerrero,72,Zapotitlán Tablas,guerrero-zapotitlan tablas
guerrero-mochitlan,guerrero-mochitlan,100,12,Guerrero,44,Mochitlán,guerrero-mochitlan
guerrero-coahuayutla de jose maria izazaga,guerrero-coahuayutla de jose maria izazaga,100,12,Guerrero,16,Coahuayutla de José María Izazaga,guerrero-coahuayutla de jose maria izazaga
guerrero-cuautepec,guerrero-cuautepec,100,12,Guerrero,25,Cuautepec,guerrero-cuautepec
guerrero-zirandaro,guerrero-zirandaro,100,12,Guerrero,73,Zirándaro,guerrero-zirandaro
guerrero-tlapehuala,guerrero-tlapehuala,100,12,Guerrero,67,Tlapehuala,guerrero-tlapehuala
guerrero-olinala,guerrero-olinala,100,12,Guerrero,45,Olinalá,guerrero-olinala
guerrero-malinaltepec,guerrero-malinaltepec,100,12,Guerrero,41,Malinaltepec,guerrero-malinaltepec
guerrero-huamuxtitlan,guerrero-huamuxtitlan,100,12,Guerrero,33,Huamuxtitlán,guerrero-huamuxtitlan
guerrero-ixcateopan de cuauhtemoc,guerrero-ixcateopan de cuauhtemoc,100,12,Guerrero,37,Ixcateopan de Cuauhtémoc,guerrero-ixcateopan de cuauhtemoc
guerrero-cocula,guerrero-cocula,100,12,Guerrero,17,Cocula,guerrero-cocula
guerrero-xochihuehuetlan,guerrero-xochihuehuetlan,100,12,Guerrero,70,Xochihuehuetlán,guerrero-xochihuehuetlan
guerrero-tlacoachistlahuaca,guerrero-tlacoachistlahuaca,100,12,Guerrero,62,Tlacoachistlahuaca,guerrero-tlacoachistlahuaca
guerrero-zihuatanejo de azueta,guerrero-zihuatanejo de azueta,100,12,Guerrero,38,Zihuatanejo de Azueta,guerrero-zihuatanejo de azueta
guerrero-chilpancingo de los bravo,guerrero-chilpancingo de los bravo,100,12,Guerrero,29,Chilpancingo de los Bravo,guerrero-chilpancingo de los bravo
guerrero-marquelia,guerrero-marquelia,100,12,Guerrero,77,Marquelia,guerrero-marquelia
guerrero-atlixtac,guerrero-atlixtac,100,12,Guerrero,10,Atlixtac,guerrero-atlixtac
guerrero-huitzuco de los figueroa,guerrero-huitzuco de los figueroa,100,12,Guerrero,34,Huitzuco de los Figueroa,guerrero-huitzuco de los figueroa
guerrero-igualapa,guerrero-igualapa,100,12,Guerrero,36,Igualapa,guerrero-igualapa
guerrero-zitlala,guerrero-zitlala,100,12,Guerrero,74,Zitlala,guerrero-zitlala
guerrero-juan r. escudero,guerrero-juan r. escudero,100,12,Guerrero,39,Juan R. Escudero,guerrero-juan r. escudero
guerrero-iguala de la independencia,guerrero-iguala de la independencia,100,12,Guerrero,35,Iguala de la Independencia,guerrero-iguala de la independencia
guerrero-buenavista de cuellar,guerrero-buenavista de cuellar,100,12,Guerrero,15,Buenavista de Cuéllar,guerrero-buenavista de cuellar
guerrero-azoyu,guerrero-azoyu,100,12,Guerrero,13,Azoyú,guerrero-azoyu
guerrero-alpoyeca,guerrero-alpoyeca,100,12,Guerrero,5,Alpoyeca,guerrero-alpoyeca
guerrero-atenango del rio,guerrero-atenango del rio,100,12,Guerrero,8,Atenango del Río,guerrero-atenango del rio
guerrero-iliatenco,guerrero-iliatenco,100,12,Guerrero,81,Iliatenco,guerrero-iliatenco
guerrero-juchitan,guerrero-juchitan,100,12,Guerrero,80,Juchitán,guerrero-juchitan
guerrero-la union de isidoro montes de oca,guerrero-la union de isidoro montes de oca,100,12,Guerrero,68,La Unión de Isidoro Montes de Oca,guerrero-la union de isidoro montes de oca
guerrero-florencio villarreal,guerrero-florencio villarreal,100,12,Guerrero,30,Florencio Villarreal,guerrero-florencio villarreal
guerrero-san miguel totolapan,guerrero-san miguel totolapan,100,12,Guerrero,54,San Miguel Totolapan,guerrero-san miguel totolapan
guerrero-coyuca de catalan,guerrero-coyuca de catalan,100,12,Guerrero,22,Coyuca de Catalán,guerrero-coyuca de catalan
guerrero-arcelia,guerrero-arcelia,100,12,Guerrero,7,Arcelia,guerrero-arcelia
guerrero-ajuchitlan del progreso,guerrero-ajuchitlan del progreso,100,12,Guerrero,3,Ajuchitlán del Progreso,guerrero-ajuchitlan del progreso
guerrero-cutzamala de pinzon,guerrero-cutzamala de pinzon,100,12,Guerrero,27,Cutzamala de Pinzón,guerrero-cutzamala de pinzon
guerrero-atoyac de alvarez,guerrero-atoyac de alvarez,100,12,Guerrero,11,Atoyac de Álvarez,guerrero-atoyac de alvarez
guerrero-benito juarez,guerrero-benito juarez,100,12,Guerrero,14,Benito Juárez,guerrero-benito juarez
guerrero-tecpan de galeana,guerrero-tecpan de galeana,100,12,Guerrero,57,Técpan de Galeana,guerrero-tecpan de galeana
guerrero-cochoapa el grande,guerrero-cochoapa el grande,100,12,Guerrero,78,Cochoapa el Grande,guerrero-cochoapa el grande
guerrero-alcozauca de guerrero,guerrero-alcozauca de guerrero,100,12,Guerrero,4,Alcozauca de Guerrero,guerrero-alcozauca de guerrero
guerrero-xalpatlahuac,guerrero-xalpatlahuac,100,12,Guerrero,69,Xalpatláhuac,guerrero-xalpatlahuac
guerrero-cuajinicuilapa,guerrero-cuajinicuilapa,100,12,Guerrero,23,Cuajinicuilapa,guerrero-cuajinicuilapa
guerrero-tlalixtaquilla de maldonado,guerrero-tlalixtaquilla de maldonado,100,12,Guerrero,65,Tlalixtaquilla de Maldonado,guerrero-tlalixtaquilla de maldonado
guerrero-pungarabato,guerrero-pungarabato,100,12,Guerrero,50,Pungarabato,guerrero-pungarabato
guerrero-martir de cuilapan,guerrero-martir de cuilapan,100,12,Guerrero,42,Mártir de Cuilapan,guerrero-martir de cuilapan
morelos-tepalcingo,morelos-tepalcingo,100,17,Morelos,19,Tepalcingo,morelos-tepalcingo
morelos-jojutla,morelos-jojutla,100,17,Morelos,12,Jojutla,morelos-jojutla
morelos-jonacatepec,morelos-jonacatepec de leandro valle,90,17,Morelos,13,Jonacatepec de Leandro Valle,morelos-jonacatepec de leandro valle
morelos-tlaltizapan de zapata,morelos-tlaltizapan de zapata,100,17,Morelos,24,Tlaltizapán de Zapata,morelos-tlaltizapan de zapata
morelos-puente de ixtla,morelos-puente de ixtla,100,17,Morelos,17,Puente de Ixtla,morelos-puente de ixtla
morelos-jantetelco,morelos-jantetelco,100,17,Morelos,10,Jantetelco,morelos-jantetelco
morelos-miacatlan,morelos-miacatlan,100,17,Morelos,15,Miacatlán,morelos-miacatlan
morelos-axochiapan,morelos-axochiapan,100,17,Morelos,3,Axochiapan,morelos-axochiapan
morelos-atlatlahucan,morelos-atlatlahucan,100,17,Morelos,2,Atlatlahucan,morelos-atlatlahucan
morelos-yecapixtla,morelos-yecapixtla,100,17,Morelos,30,Yecapixtla,morelos-yecapixtla
morelos-tlaquiltenango,morelos-tlaquiltenango,100,17,Morelos,25,Tlaquiltenango,morelos-tlaquiltenango
morelos-ayala,morelos-ayala,100,17,Morelos,4,Ayala,morelos-ayala
morelos-zacualpan de amilpas,morelos-zacualpan de amilpas,100,17,Morelos,32,Zacualpan de Amilpas,morelos-zacualpan de amilpas
morelos-amacuzac,morelos-amacuzac,100,17,Morelos,1,Amacuzac,morelos-amacuzac
morelos-cuautla,morelos-cuautla,100,17,Morelos,6,Cuautla,morelos-cuautla
morelos-huitzilac,morelos-huitzilac,100,17,Morelos,9,Huitzilac,morelos-huitzilac
morelos-temixco,morelos-temixco,100,17,Morelos,18,Temixco,morelos-temixco
morelos-mazatepec,morelos-mazatepec,100,17,Morelos,14,Mazatepec,morelos-mazatepec
morelos-emiliano zapata,morelos-emiliano zapata,100,17,Morelos,8,Emiliano Zapata,morelos-emiliano zapata
morelos-tetecala,morelos-tetecala,100,17,Morelos,21,Tetecala,morelos-tetecala
morelos-coatlan del rio,morelos-coatlan del rio,100,17,Morelos,5,Coatlán del Río,morelos-coatlan del rio
morelos-xochitepec,morelos-xochitepec,100,17,Morelos,28,Xochitepec,morelos-xochitepec
morelos-yautepec,morelos-yautepec,100,17,Morelos,29,Yautepec,morelos-yautepec
morelos-zacatepec,morelos-zacatepec,100,17,Morelos,31,Zacatepec,morelos-zacatepec
morelos-cuernavaca,morelos-cuernavaca,100,17,Morelos,7,Cuernavaca,morelos-cuernavaca
morelos-ocuituco,morelos-ocuituco,100,17,Morelos,16,Ocuituco,morelos-ocuituco
morelos-temoac,morelos-temoac,100,17,Morelos,33,Temoac,morelos-temoac
morelos-totolapan,morelos-totolapan,100,17,Morelos,27,Totolapan,morelos-totolapan
morelos-tepoztlan,morelos-tepoztlan,100,17,Morelos,20,Tepoztlán,morelos-tepoztlan
morelos-tetela del volcan,morelos-tetela del volcan,100,17,Morelos,22,Tetela del Volcán,morelos-tetela del volcan
morelos-tlalnepantla,morelos-tlalnepantla,100,17,Morelos,23,Tlalnepantla,morelos-tlalnepantla
morelos-jiutepec,morelos-jiutepec,100,17,Morelos,11,Jiutepec,morelos-jiutepec
morelos-tlayacapan,morelos-tlayacapan,100,17,Morelos,26,Tlayacapan,morelos-tlayacapan
tlaxcala-munoz de domingo arenas,tlaxcala-munoz de domingo arenas,100,29,Tlaxcala,11,Muñoz de Domingo Arenas,tlaxcala-munoz de domingo arenas
tlaxcala-ixtacuixtla de mariano matamoros,tlaxcala-ixtacuixtla de mariano matamoros,100,29,Tlaxcala,15,Ixtacuixtla de Mariano Matamoros,tlaxcala-ixtacuixtla de mariano matamoros
tlaxcala-huamantla,tlaxcala-huamantla,100,29,Tlaxcala,13,Huamantla,tlaxcala-huamantla
tlaxcala-espanita,tlaxcala-espanita,100,29,Tlaxcala,12,Españita,tlaxcala-espanita
tlaxcala-tzompantepec,tlaxcala-tzompantepec,100,29,Tlaxcala,38,Tzompantepec,tlaxcala-tzompantepec
tlaxcala-sanctorum de lazaro cardenas,tlaxcala-sanctorum de lazaro cardenas,100,29,Tlaxcala,20,Sanctórum de Lázaro Cárdenas,tlaxcala-sanctorum de lazaro cardenas
tlaxcala-apizaco,tlaxcala-apizaco,100,29,Tlaxcala,5,Apizaco,tlaxcala-apizaco
tlaxcala-tetla de la solidaridad,tlaxcala-tetla de la solidaridad,100,29,Tlaxcala,31,Tetla de la Solidaridad,tlaxcala-tetla de la solidaridad
tlaxcala-nativitas,tlaxcala-nativitas,100,29,Tlaxcala,23,Natívitas,tlaxcala-nativitas
tlaxcala-calpulalpan,tlaxcala-calpulalpan,100,29,Tlaxcala,6,Calpulalpan,tlaxcala-calpulalpan
tlaxcala-xaloztoc,tlaxcala-xaloztoc,100,29,Tlaxcala,39,Xaloztoc,tlaxcala-xaloztoc
tlaxcala-tetlatlahuca,tlaxcala-tetlatlahuca,100,29,Tlaxcala,32,Tetlatlahuca,tlaxcala-tetlatlahuca
tlaxcala-tepetitla de lardizabal,tlaxcala-tepetitla de lardizabal,100,29,Tlaxcala,19,Tepetitla de Lardizábal,tlaxcala-tepetitla de lardizabal
tlaxcala-ixtenco,tlaxcala-ixtenco,100,29,Tlaxcala,16,Ixtenco,tlaxcala-ixtenco
tlaxcala-panotla,tlaxcala-panotla,100,29,Tlaxcala,24,Panotla,tlaxcala-panotla
tlaxcala-nanacamilpa de mariano arista,tlaxcala-nanacamilpa de mariano arista,100,29,Tlaxcala,21,Nanacamilpa de Mariano Arista,tlaxcala-nanacamilpa de mariano arista
tlaxcala-benito juarez,tlaxcala-benito juarez,100,29,Tlaxcala,45,Benito Juárez,tlaxcala-benito juarez
tlaxcala-san lucas tecopilco,tlaxcala-san lucas tecopilco,100,29,Tlaxcala,55,San Lucas Tecopilco,tlaxcala-san lucas tecopilco
puebla-acatzingo,puebla-acatzingo,100,21,Puebla,4,Acatzingo,puebla-acatzingo
puebla-palmar de bravo,puebla-palmar de bravo,100,21,Puebla,110,Palmar de Bravo,puebla-palmar de bravo
puebla-quecholac,puebla-quecholac,100,21,Puebla,115,Quecholac,puebla-quecholac
tlaxcala-contla de juan cuamatzi,tlaxcala-contla de juan cuamatzi,100,29,Tlaxcala,18,Contla de Juan Cuamatzi,tlaxcala-contla de juan cuamatzi
tlaxcala-tlaxco,tlaxcala-tlaxco,100,29,Tlaxcala,34,Tlaxco,tlaxcala-tlaxco
tlaxcala-ziltlaltepec de trinidad sanchez santos,tlaxcala-ziltlaltepec de trinidad sanchez santos,100,29,Tlaxcala,37,Ziltlaltépec de Trinidad Sánchez Santos,tlaxcala-ziltlaltepec de trinidad sanchez santos
tlaxcala-atlangatepec,tlaxcala-atlangatepec,100,29,Tlaxcala,3,Atlangatepec,tlaxcala-atlangatepec
tlaxcala-hueyotlipan,tlaxcala-hueyotlipan,100,29,Tlaxcala,14,Hueyotlipan,tlaxcala-hueyotlipan
tlaxcala-teolocholco,tlaxcala-teolocholco,100,29,Tlaxcala,28,Teolocholco,tlaxcala-teolocholco
puebla-zinacatepec,puebla-zinacatepec,100,21,Puebla,214,Zinacatepec,puebla-zinacatepec
puebla-los reyes de juarez,puebla-los reyes de juarez,100,21,Puebla,118,Los Reyes de Juárez,puebla-los reyes de juarez
puebla-tepeaca,puebla-tepeaca,100,21,Puebla,164,Tepeaca,puebla-tepeaca
puebla-chalchicomula de sesma,puebla-chalchicomula de sesma,100,21,Puebla,45,Chalchicomula de Sesma,puebla-chalchicomula de sesma
puebla-tehuacan,puebla-tehuacan,100,21,Puebla,156,Tehuacán,puebla-tehuacan
tlaxcala-yauhquemehcan,tlaxcala-yauhquemehcan,100,29,Tlaxcala,43,Yauhquemehcan,tlaxcala-yauhquemehcan
puebla-tepanco de lopez,puebla-tepanco de lopez,100,21,Puebla,161,Tepanco de López,puebla-tepanco de lopez
tlaxcala-el carmen tequexquitla,tlaxcala-el carmen tequexquitla,100,29,Tlaxcala,7,El Carmen Tequexquitla,tlaxcala-el carmen tequexquitla
puebla-tlacotepec de benito juarez,puebla-tlacotepec de benito juarez,100,21,Puebla,177,Tlacotepec de Benito Juárez,puebla-tlacotepec de benito juarez
tlaxcala-xaltocan,tlaxcala-xaltocan,100,29,Tlaxcala,40,Xaltocan,tlaxcala-xaltocan
puebla-san gabriel chilac,puebla-san gabriel chilac,100,21,Puebla,124,San Gabriel Chilac,puebla-san gabriel chilac
tlaxcala-cuaxomulco,tlaxcala-cuaxomulco,100,29,Tlaxcala,9,Cuaxomulco,tlaxcala-cuaxomulco
tlaxcala-santa cruz tlaxcala,tlaxcala-santa cruz tlaxcala,100,29,Tlaxcala,26,Santa Cruz Tlaxcala,tlaxcala-santa cruz tlaxcala
tlaxcala-cuapiaxtla,tlaxcala-cuapiaxtla,100,29,Tlaxcala,8,Cuapiaxtla,tlaxcala-cuapiaxtla
puebla-altepexi,puebla-altepexi,100,21,Puebla,13,Altepexi,puebla-altepexi
puebla-cuapiaxtla de madero,puebla-cuapiaxtla de madero,100,21,Puebla,38,Cuapiaxtla de Madero,puebla-cuapiaxtla de madero
puebla-amozoc,puebla-amozoc,100,21,Puebla,15,Amozoc,puebla-amozoc
puebla-xochitlan todos santos,puebla-xochitlan todos santos,100,21,Puebla,203,Xochitlán Todos Santos,puebla-xochitlan todos santos
tlaxcala-tocatlan,tlaxcala-tocatlan,100,29,Tlaxcala,35,Tocatlán,tlaxcala-tocatlan
tlaxcala-san jose teacalco,tlaxcala-san jose teacalco,100,29,Tlaxcala,52,San José Teacalco,tlaxcala-san jose teacalco
tlaxcala-emiliano zapata,tlaxcala-emiliano zapata,100,29,Tlaxcala,46,Emiliano Zapata,tlaxcala-emiliano zapata
puebla-tochtepec,puebla-tochtepec,100,21,Puebla,189,Tochtepec,puebla-tochtepec
puebla-acajete,puebla-acajete,100,21,Puebla,1,Acajete,puebla-acajete
puebla-yehualtepec,puebla-yehualtepec,100,21,Puebla,205,Yehualtepec,puebla-yehualtepec
tlaxcala-lazaro cardenas,tlaxcala-lazaro cardenas,100,29,Tlaxcala,47,Lázaro Cárdenas,tlaxcala-lazaro cardenas
puebla-canada morelos,puebla-canada morelos,100,21,Puebla,99,Cañada Morelos,puebla-canada morelos
puebla-atzitzintla,puebla-atzitzintla,100,21,Puebla,23,Atzitzintla,puebla-atzitzintla
puebla-tecamachalco,puebla-tecamachalco,100,21,Puebla,154,Tecamachalco,puebla-tecamachalco
puebla-san salvador el seco,puebla-san salvador el seco,100,21,Puebla,142,San Salvador el Seco,puebla-san salvador el seco
tlaxcala-terrenate,tlaxcala-terrenate,100,29,Tlaxcala,30,Terrenate,tlaxcala-terrenate
tlaxcala-amaxac de guerrero,tlaxcala-amaxac de guerrero,100,29,Tlaxcala,1,Amaxac de Guerrero,tlaxcala-amaxac de guerrero
tlaxcala-tlaxcala,tlaxcala-tlaxcala,100,29,Tlaxcala,33,Tlaxcala,tlaxcala-tlaxcala
puebla-esperanza,puebla-esperanza,100,21,Puebla,63,Esperanza,puebla-esperanza
puebla-san juan atenco,puebla-san juan atenco,100,21,Puebla,130,San Juan Atenco,puebla-san juan atenco
puebla-cuautinchan,puebla-cuautinchan,100,21,Puebla,40,Cuautinchán,puebla-cuautinchan
tlaxcala-atltzayanca,tlaxcala-atltzayanca,100,29,Tlaxcala,4,Atltzayanca,tlaxcala-atltzayanca
puebla-san martin texmelucan,puebla-san martin texmelucan,100,21,Puebla,132,San Martín Texmelucan,puebla-san martin texmelucan
puebla-aljojuca,puebla-aljojuca,100,21,Puebla,12,Aljojuca,puebla-aljojuca
puebla-amixtlan,puebla-amixtlan,100,21,Puebla,14,Amixtlán,puebla-amixtlan
puebla-atzala,puebla-atzala,100,21,Puebla,21,Atzala,puebla-atzala
puebla-albino zertuche,puebla-albino zertuche,100,21,Puebla,11,Albino Zertuche,puebla-albino zertuche
